ay,bleu_ay,bleu_iy,iy,x,z,dblue
वह दर्शाते हैं कि पाकिस्तान के पास कोहली के स्तर पर खिलाड़ी नहीं हैं ।,0.4428500142691474,0.15057702860761463,उन्होंने कहा कि पाकिस्तान कोहली के स्तर पर उनके पास नहीं है ।,He regretted that Pakistan does not have players at the level of Kohli.,उन्होंने अफसोस जताया कि पाकिस्तान के पास कोहली के स्तर के खिलाड़ी नहीं हैं।,0.29227298566153276
"' जीत और हारना खेल का हिस्सा है , लेकिन जब मैंने सेमीफाइनल में देखा था , लेकिन जब मैंने सेमीफाइनल की पुरानी ( अंडर - 19 विश्व कप ) में देखा था , तो मैंने खेल की इस हरकत को देखा और गिल्लियां के बीच देखा ।",0.09062547132321498,0.10320349876910129,"' जीत और हार का हिस्सा है , लेकिन जब मैंने सेमीफाइनल की घोषणा नहीं की थी , लेकिन जब मैंने सेमीफाइनल की अंडर - 19 विश्व कप जीता है और दो टीमों के बीच होने वाली मुश्किलों का अंतर प्राप्त हुआ ।","""Winning and losing is a part of the game, but when I saw the semi-finals (Under-19 World Cup), I saw the difference between the understanding of the game and the professionalism between the two teams,"" he said.","उन्होंने कहा, 'जीत और हार खेल का हिस्सा है, लेकिन जब मैंने सेमीफाइनल (अंडर-19 विश्व कप) देखा, मैंने दोनों टीमों के बीच खेल की समझ और पेशेवराना अंदाज का फर्क देखा।'",-0.012578027445886306
तेमियांदाद पर था,0.16186478197091597,0.0,पीटीआई ।,Barsha Miandad on PCB,पीसीबी पर बरसे मियांदाद,0.16186478197091597
"विराट की नज़र , कोहली कहते हैं",0.03823246852690465,5.904942943065713e-06,विराट,"Virat's conviction, Kohli tells Kohli","अब ये पाकिस्तानी दिग्गज हुआ विराट का कायल, कोहली को कहा जीनियस",0.038226563583961586
यह भी,0.36064528799877893,0.36064528799877893,यह भी,Also read,यह भी पढ़ें,0.0
उन्होंने कहा कि पाकिस्तान ने पिछले दिनों भारत समेत कई देशों से ज्यादा विश्व स्तरीय खिलाड़ी बनाए थे ।,0.4702773871923361,0.24622924391353238,उन्होंने कहा कि पाकिस्तान पिछले नजरिये से विश्व स्तरीय खिलाडिय़ों में से ज्यादा विश्व स्तरीय खिलाडिय़ों ने पैदा किया था ।,He said that Pakistan had created more world-class players than other countries including India in the past.,उन्होंने कहा कि पाकिस्तान ने अतीत में भारत समेत अन्य देशों से ज्यादा विश्व स्तरीय खिलाड़ी पैदा किए।,0.2240481432788037
फिलहाल पाकिस्तान की क्रिकेट बोर्ड की पैटर्न के लिए वो नॉन - पेशेवर रुख की जिम्मेदारी संभाल रहे हैं ।,0.06892964965915206,0.10830630507021792,अभी पाकिस्तान के लिए एड जोसेफ की नाव का असर पाकिस्तान क्रिकेट बोर्ड की जनता के लिए जिम्मेदार है ।,"Right now, for the backwardness of Pakistan, he is responsible for the non-professional approach of the Pakistan Cricket Board.",फिलहाल पाकिस्तान के पिछड़ने के लिए उन्होंने पाकिस्तान क्रिकेट बोर्ड के गैर पेशेवराना रुख को जिम्मेदार बताया।,-0.03937665541106586
"पूर्व कप्तान ने कहा , ' वे अंडर - 19 क्रिकेट की अहमियत और घरेलू क्रिकेट की अहमियत समझ नहीं पा रहे हैं ।",0.10583814787289988,0.07645949399477267,"पूर्व कप्तान ने कहा , ' ये जानना नहीं चाहता कि उन्हें अंडर - 19 क्रिकेट का महत्व नहीं मिलता है ।","Former captain said, ""They do not want to understand the importance of under-19 cricket and domestic cricket.","पूर्व कप्तान ने कहा, 'वे अंडर-19 क्रिकेट और घरेलू क्रिकेट के महत्व को नहीं समझना चाहते।",0.029378653878127214
"उनका फोकस पाकिस्तान सुपर लीग ( पीएसएल ) पर है , जबकि पीएसएल में पीएसएल से बेहतर करने के लिए हमें अपना क्रिकेट सिस्टम तय करना होगा ।",0.10724314736012695,0.12909944487358058,"उनका फोकस पाकिस्तान सुपर लीग ( लड़कों ) पर है , जबकि सर्दी में सुधार करने के लिए हमें अपने क्रिकेट का स्तर ऊंचा करना होगा ।","Their focus is on the Pakistan Super League (PSL), while in order to improve the PSL, we have to fix our cricket system first.","उनका पूरा ध्यान पाकिस्तान सुपर लीग (पीएसएल) पर है, जबकि पीएसएल को भी बेहतर बनाने के लिए हमें पहले अपने क्रिकेट का तंत्र ठीक करना होगा।'",-0.021856297513453624
उन्होंने कहा कि पाकिस्तान में रंग करने और बल्लेबाजों को पाकिस्तान में तैयार न होने के लिए क्रिकेट को नुकसान करना पड़ा है ।,0.10737430611031787,0.0852032779529511,उन्होंने कहा कि इस क्रिकेट को जमाने में देर करने की वजह से क्रिकेट को बढ़ाने के लिए क्रिकेट की भविष्यवाणी ने नुकसान किया है ।,He said that cricket has suffered loss due to not having a long-term plan to prepare mediocre pitches and batsmen in Pakistan.,उन्होंने कहा कि पाक में औसत दर्जे की पिचें और बल्लेबाज तैयार करने की लंबे समय के लिए कोई योजना नहीं होने के चलते क्रिकेट को नुकसान पहुंचा है।,0.022171028157366768
क्रिकेट की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,क्रिकेट की खबरों के लिए यहां क्लिक,Click here for cricket news,क्रिकेट की खबरों के लिए यहां क्लिक करें,0.0
पूर्व श्रीलंकाई कप्तान ने कहा -,0.058211100223420194,0.5948590702402718,"पूर्व श्रीलंकाई कप्तान ने कहा - भारत को रहना होगा बचके , बांग्लादेश के पास खोने के लिए नहीं है","Former Sri Lankan captain said: India will have to stay, child, Bangladesh does not have to lose anything","पूर्व श्रीलंकाई कप्तान ने कहा- भारत को रहना होगा बचके, बांग्लादेश के पास खोने के लिए नहीं है कुछ",-0.5366479700168516
यह भी,0.36064528799877893,0.36064528799877893,यह भी,Also read,यह भी पढ़ें,0.0
अन्य खेलों की खबरों के लिए यहां क्लिक,0.8824969025845955,0.8824969025845955,अन्य खेलों की खबरों के लिए यहां क्लिक,Click here for news of other sports,अन्य खेलों की खबरों के लिए यहां क्लिक करें,0.0
"मुंबई , पीटीआइ ।",0.0,0.0,"मुंबई , पीटीआइ ।","Mumbai, PTI.","मुंबई, पीटीआइ।",0.0
टीम इंडिया के पूर्व बल्लेबाज वीवीएस लक्ष्मण ने कहा है कि क्रिकेट सलाहकार समिति ( सीएसी ) ने भारतीय क्रिकेट कंट्रोल बोर्ड ( बीसीसीआइ ) को ध्यान में बैठकर क्रिकेट सलाहकार समिति का ध्यान केंद्रित करने की बात कही है ।,0.3514014411038702,0.08578708007828359,भारत के पूर्व बल्लेबाज 30 साल के तौर पर कह चुके हैं कि क्रिकेट क्लब ( पीसीबी ) भारत के लिए निवेश करने वाला क्रिकेट जगत की मुल्यों ने बोर्ड ( पीसीबी ) के लिए ताबड़तोड़ स्तर तैयार किया है ।,Former India batsman VVS Laxman has said that the Cricket Advisory Committee (CAC) has urged the Board of Control for Cricket in India (BCCI) to consider carefully building the infrastructure and make a pool of high level coaches.,भारत के पूर्व बल्लेबाज वीवीएस लक्ष्मण ने कहा है कि क्रिकेट सलाहकार समिति (सीएसी) ने भारतीय क्रिकेट कंट्रोल बोर्ड (बीसीसीआइ) से आग्रह किया है कि वह आधारभूत ढांचे तैयार करने से ध्यान हटाकर बेहतरीन स्तर के कोचों का पूल बनाने पर विचार करे।,0.26561436102558666
लक्ष्मण तीन सदस्यीय सीएसी की ओर से सचिन तेंदुलकर और सौरव गांगुली का सदस्य हैं ।,0.3446073377034663,0.24903286388467735,"लक्ष्मण एक सदस्य है , जिनमें सचिन तेंदुलकर और सौरव गांगुली का एक सदस्य है ।","Laxman is a member of the three-member CAC, including Sachin Tendulkar and Sourav Ganguly.",लक्ष्मण इस तीन सदस्यीय सीएसी के सदस्य हैं जिसमें सचिन तेंदुलकर और सौरव गांगुली शामिल हैं।,0.09557447381878895
"उन्होंने कहा , ' हमने कभी काटने की अहमियत नहीं दीं , जो कपिल देव और कर्टली जैसे खिलाड़ी को तब मिले , जिन्हें कपिल देव और कर्टली जैसे खिलाड़ी ने जब द .",0.06667753529251713,0.19037861963633806,"उन्होंने कहा , ' हम कभी - कभी कपिल देव का महत्व नहीं करते , जिन्होंने कपिल देव जैसे खिलाड़ी को आउट किया जब उन्होंने कीवियों के लिए खेले ।","He said, 'We never gave the importance of patriot freedom, who found a player like Kapil Dev and scaled them when they played for Haryana.","उन्होंने कहा, 'हमने कभी भी देशप्रेम आजाद को अहमियत नहीं दी, जिन्होंने कपिल देव जैसे खिलाड़ी को ढूंढा और उन्हें तराशा, जब वह हरियाणा के लिए खेलते थे।",-0.12370108434382093
"इसके बाद जब आप उच्च स्तर के लिए खेलते हैं तो आप प्रथम श्रेणी क्रिकेट में खेलते हैं , तो आप परिपक्व हो जाते हैं । '",0.4839281708164425,0.08040993409646842,इसके बाद जब आपको भड़कर आपके लिए खेलना होता है या फिर पहली स्लिप में खेल सकते हैं तो आप समझो हो जाते हैं । ',"After this, when you play for a higher level or you play in first class cricket, then you become mature. '",इसके बाद जब आप आप उच्च स्तर के लिए खेलते हो या आप प्रथम श्रेणी क्रिकेट में खेलते हो तो आप परिपक्व बन जाते हो।',0.4035182367199741
उन्होंने यह शुरुआत की कि जिस खिलाड़ी के करियर की आधारभूत कार्यरों से ज्यादा अहम है ।,0.10091554247896085,0.07981005624046729,वह इस खिलाड़ी के करियर की आधारभूत शक्तियों से ज्यादा महत्वपूर्ण हैं ।,He insisted that the player's career is more important than the basic infrastructure.,उन्होंने इस बात पर जोर दिया कि खिलाड़ी के करियर में बुनियादी ढांचे से कहीं ज्यादा अहम मेंटर होते हैं।,0.021105486238493565
"सचिन के कोच रमाकांत अचरेकर का हवाला देते हुए उन्होंने कहा कि इस शानदार बल्लेबाज को डिरी पार्क ( मैदान और मैदान पर ) तैयार नहीं किया गया , लेकिन उनके कोच को तैयार किया गया ।",0.27312053200679787,0.06729116445103328,"तेंदुलकर के कोच अधिकारी की मौत ने कहा , उन्होंने कहा कि यह शानदार बल्लेबाज नहीं था जिस पर सचिन ने लगाया कि सचिन को टेस्ट खेलने वाले कार्यक्रम पर भी ध्यान नहीं दिया गया था ।","Giving example of Tendulkar's coach Ramakant Achrekar, he said that this magnificent batsman was not prepared by Shivaji Park (the field on which Sachin played) but his coach prepared.","उन्होंने तेंदुलकर के कोच रमाकांत अचरेकर का उदाहरण देते हुए कहा कि इस शानदार बल्लेबाज को शिवाजी पार्क (जिस मैदान पर सचिन खेलते थे) ने नहीं, बल्कि उनके कोच ने तैयार किया।",0.2058293675557646
"लक्ष्मण ने कहा , ' आपत्तिजनक पार्क की वजह से यह मुकाम हासिल करने में सचिन सफल रहे , क्योंकि अजित सर की वजह से नहीं ।",0.4116597006597375,0.20617350508583812,"लक्ष्मण ने कहा , ' हजारों खिलाडिय़ों की वजह से इस स्थिति की वजह से उसे हासिल करने में सफल नहीं रहा ।","Laxman said, 'Sachin was successful in achieving this position because of Shivaji Park, not because of Achrekar Sir.","लक्ष्मण ने कहा, 'सचिन शिवाजी पार्क की वजह से नहीं, बल्कि अचरेकर सर की वजह से यह मुकाम हासिल करने में सफल रहे।",0.20548619557389938
मुझे लगता है कि महत्वपूर्ण संदेश यह है कि सर्वश्रेष्ठ कोचों होना चाहिए । ',0.2774444662537592,0.4755423577727029,मुझे लगता है कि अहम संदेश यह है कि सर्वश्रेष्ठ कोच को निखारा जाना चाहिए । ',"I think the important message is that the best coaches should be invested. """,मुझे लगता है कि अहम संदेश यह है कि बेहतरीन कोचों को बनाने पर निवेश किया जाना चाहिए।',-0.1980978915189437
"यहां रेफेल स्पोर्ट्स रेफेल को यहां लगी है , तो लक्ष्मण ने कहा कि , ' मुझे स्वस्ट के मुकाबले का विकास करना चाहिए और हमने इस बात की सिफारिश बीसीसीआइ को भी निकाला है । '",0.10705877242156933,0.05979969404650398,"आपस में किस्से सुनाना , लक्ष्मण ने कहा , ' मेरा मानना है कि राजनीतिज्ञों के स्तर से और भी उन्होंने इस बात की अंधायी को भी झुठला दिया है । '","Addressing the CII Sports Conference here, Laxman said, ""I believe that more important than infrastructure should be given to development of the level of coaches and we have also recommended this to the BCCI.""","लक्ष्मण ने यहां सीआइआइ के खेल सम्मेलन को संबोधित करते हुए कहा, 'मेरा मानना है कि आधारभूत ढांचे से कहीं ज्यादा अहमियत कोचों के स्तर के विकास को दी जानी चाहिए और हमने इसकी सिफारिश बीसीसीआइ को भी की है।'",0.04725907837506535
उन्होंने कहा कि वह भाग्यशाली रहे थे कि उसके चाचा तब भाग्यशाली रहे और उसके बाद जब वह युवा खिलाड़ी होते थे ।,0.27151607333166955,0.20105373454060027,"उन्होंने कहा कि वह सराहनीय तौर पर थे , जब वह युवा थे तब वह युवा थे ।",He said that he was fortunate that his uncle then saw his talent when he was young.,उन्होंने कहा कि वह भाग्यशाली रहे कि उनके मामा ने तब उनकी प्रतिभा देखी जब वह युवा थे।,0.07046233879106928
देखना होगा कि बीसीसीआइ अपनी बात को गंभीरता से देखो ।,0.2894742149567509,0.07347053125977877,यह देखना जरूरी है कि बीसीसीआइ उनके नाम को सम्मान करते हैं ।,It is necessary to see how BCCI takes their point of view seriously.,देखना होगा कि बीसीसीआइ उनकी बात को कितनी गंभीरता से लेता है।,0.21600368369697215
क्रिकेट की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,क्रिकेट की खबरों के लिए यहां क्लिक,Click here for cricket news,क्रिकेट की खबरों के लिए यहां क्लिक करें,0.0
अन्य खेलों की खबरों के लिए यहां क्लिक,0.8824969025845955,0.8824969025845955,अन्य खेलों की खबरों के लिए यहां क्लिक,Click here for news of other sports,अन्य खेलों की खबरों के लिए यहां क्लिक करें,0.0
"नई दिल्ली , जेएनएन ।",0.10682175159905853,0.10682175159905853,"नई दिल्ली , जेएनएन ।","New Delhi, IANS","नई दिल्ली, आइएएनएस।",0.0
टीम इंडिया और उनके कॉमेंटेटर के तौर पर मशहूर महेंद्र सिंह धौनी सबसे सफल कप्तान महेंद्र सिंह धौनी अब तक 36 साल के हो गए हैं ।,0.3595597536132021,0.07030983742621925,"महेंद्र सिंह धौनी के रूप में भारत के लिए सबसे आसान कप्तान जहीर खान की तारीफ हो गई , जिन्होंने टीम इंडिया , जोकि टीम इंडिया , उनका दोस्त तोड़ दिया है ।","Mahendra Singh Dhoni, the most successful captain of India, famous as Mahi, between Team India and his friends has become 36 years old.",टीम इंडिया और अपने दोस्तों के बीच में माही के नाम से मशहूर भारत के सबसे सफल कप्तान महेंद्र सिंह धौनी 36 साल के हो गए हैं।,0.2892499161869828
इस उम्र में भी धौनी क्रिकेट के मैदान पर ऐसी हरकतें करते हैं कि कई युवा खिलाड़ी शर्मसार होते हैं ।,0.5530711031691576,0.2927057121559396,इस उम्र में भी धौनी को क्रिकेट के मैदान पर उतरते हैं कि बहुत से युवा खिलाडि़यों को चकमा दे रहे हैं ।,"Even at this age, Dhoni shows such fervor on the field of cricket that many young players are ashamed.",इस उम्र में भी धौनी क्रिकेट के मैदान पर ऐसी फुर्ती दिखाते हैं कि कई युवा खिलाड़ियों को शर्म आ जाए।,0.26036539101321804
धौनी की स्टंपिंग और विकेट के बीच की दौड़ अभी भी बेस्ट है ।,0.6115380576901023,0.22131477988685874,धौनी की मौत और विकेट के बीच वह अभी भी सर्वश्रेष्ठ हैं ।,The race between Dhoni's stumping and wicket is still the best.,धौनी की स्टंपिंग और विकेट के बीच की दौड़ अब भी सबसे बेहतरीन है।,0.3902232778032435
शायद धौनी के बचपन के कोच पॉली ए का मानना है कि यह दिग्गज खिलाड़ी आइसीसी विश्व कप में खेलने की पूरी क्षमता है ।,0.4619902558864521,0.30172595361335136,"शायद धौनी के शार्कोच कोच , पीयूष चावला का मानना है कि इस दिग्गज खिलाड़ी आइसीसी विश्व कप में खेलने की पूरी क्षमता है ।","Perhaps why Dhoni's childhood coach, Chanchal Bhattacharya, believes that this legendary player has the full potential of playing in the ICC World Cup in 2019.",शायद इसलिए धौनी के बचपन के कोच चंचल भट्टाचार्य का मानना है कि यह दिग्गज खिलाड़ी 2019 में होने वाले आइसीसी विश्व कप में खेलने की पूरी काबिलियत रखता है।,0.16026430227310073
फेमस ने कहा कि धौनी अब भी टीम इंडिया के सबसे फिट खिलाड़ियों में से एक हैं ।,0.8172460049207133,0.28433113184914127,अधिकारी कहा कि धौनी अभी तक टीम इंडिया के सबसे फिट हैं ।,Chanchal said that Dhoni is still one of Team India's most fit players.,चंचल ने कहा कि धौनी अब भी टीम इंडिया के सबसे फिट खिलाड़ियों में से एक हैं।,0.532914873071572
"धौनी के बचपन के कोच ने कहा , ' धौनी अब भी सबसे अच्छे फिट होते हैं ।",0.3064859599765908,0.078594386815106,"धौनी के शाल कोच ने कहा , ' धौनी अभी तक बेहतरीन खिलाड़ी हैं ।","Dhoni's childhood coach said, ""Dhoni is still the best fit player.","धौनी के बचपन के कोच ने कहा, 'धौनी अभी भी सबसे फिट खिलाड़ी हैं।",0.22789157316148478
वह ऐसे खिलाड़ी हैं जो सही समय पर संन्यास लेंगे ।,0.28997844147152074,0.09238430210261096,"वह ऐसे खिलाड़ी हैं , जिसे वह सही समय से रिटायर होंगे ।",He is such a player that he will retire at the right time.,वह ऐसे खिलाड़ी हैं कि सही समय पर संन्यास ले लेंगे।,0.1975941393689098
"किसी को किसी को जरूरत नहीं होगी , जैसा कि उन्होंने कप्तानी और इसी तरह से टेस्ट के दौरान संन्यास ले लिया था ।",0.20342346639736558,0.1132126830844515,"किसी को उनसे कहना कोई दिक्कत की जरूरत नहीं होगी , क्योंकि उन्होंने एक के दौरान टेस्ट से अचानक संन्यास लिया था ।","Nobody will need to say to them, as they did during the captaincy and likewise had suddenly retired from the Test.","किसी को उनसे कहने की जरूरत नहीं पड़ेगी, जैसा कि उन्होंने कप्तानी के समय किया था और इसी तरह अचानक से टेस्ट से संन्यास ले लिया था।'",0.09021078331291409
"इसके अलावा सीकुगे ने कहा , ' धौनी अभी भी 2019 विश्व कप खेलने की क्षमता रखते हैं । '",0.0712695567709093,0.05684653076227407,"इसके अलावा ट्रैंट बोल्ट ने कहा , ' धौनी अभी तक विश्व कप को खेलने की क्षमता रखते हैं । '","Apart from this, Chanchal said, ""Dhoni still has the potential to play the 2019 World Cup.""","इसके अलावा चंचल ने कहा, 'धौनी में अभी भी इतनी काबिलियत है कि वह 2019 का विश्व कप खेल सकें।'",0.014423026008635237
बता दें कि भारत ने गुरुवार को वेस्टइंडीज को 8 मैचों की सीरीज पर 8 विकेट से हराया है ।,0.38849304465246065,0.06600668716798992,"सानिया मिर्जा ने गुरुवार को बचाया , 3 - 1 से सीरीज में 3 - 1 से सीरीज जीती ।","Explain that India beat the West Indies by 8 wickets on Thursday, taking 3-1 on the 5-match series.",बता दें कि भारत ने गुरुवार को वेस्ट इंडीज को 8 विकेट से मात देते हुए 5 मैचों की सीरीज पर 3-1 से कब्जा जमाया।,0.32248635748447074
इस सीरीज़ का पहला मैच बारिश का नजारा दिखा ।,0.2513293635022765,0.4888290318657942,इस सीरीज का पहला मैच बारिश ही गया ।,The first match of this series was a rain show.,इस सीरीज का पहला मैच बारिश के भेंट चढ़ गया था।,-0.23749966836351766
भारत ने चौथे वनडे में ये सीरीज गंवा दी और धौनी ने इस मैच में अपने करियर की सबसे स्लो पारी खेली ।,0.19740151685089916,0.11335779893614102,भारत को चौथे वनडे मैच में हार गया और धौनी ने इस मैच में अपने करियर की गुणवत्ता को संभाला ।,India lost the series in the fourth ODI and Dhoni played the slowest innings of his career in this match.,सीरीज के चौथे वनडे में भारत को हार मिली थी और इसी मैच में धौनी ने अपने करियर की सबसे धीमी पारी खेली थी।,0.08404371791475813
"उन्होंने इस मैच में 114 गेंदों में 54 रन बनाए , लेकिन भारतीय टीम ये मैच हार गई ।",0.480957215892887,0.14670549952470363,"उन्होंने सामनल गति में यार्कर में रन बनाए , लेकिन भारतीय टीम मैच हार गई ।","He made 54 runs in 114 balls in this match, but the Indian team lost the match.","उन्होंने इस मैच में 114 गेंदों में महज 54 रन बनाए थे, लेकिन भारतीय टीम यह मैच हार गई थी।",0.33425171636818335
इस पारी के बाद धौनी की काफी आलोचना हुई और विश्व कप में उनके खेलने की काफी चर्चा थी ।,0.4602101351483326,0.24434446697803439,इस पारी के बाद धौनी और विश्व कप में अपने खेलने की काफी चर्चा थी ।,"After this innings, there was considerable criticism of Dhoni and there was a lot of discussion about his playing in the World Cup.",इस पारी के बाद धौनी की काफी आलोचना हुई थी और उनके विश्व कप में खेलने को लेकर काफी चर्चा होने लगी थी।,0.2158656681702982
"जब धौनी की धीमी पारी के बारे में पूछा गया तो उन्होंने कहा , ' हां , उन्होंने उस मैच में अच्छा नहीं खेला था ।",0.4027997935596632,0.20217300228354734,"उन्होंने धौनी की धीमी पारी के बारे में कहा , ' हां , उन्होंने उस मैच में अच्छा प्रदर्शन नहीं किया ।","When asked about the slow innings of Dhoni, he said, 'Yes, he did not play well in that match.","चंचल से जब धौनी की उस धीमी पारी के बारे में पूछा गया तो उन्होंने कहा, ' हां, वह उस मैच में अच्छे से नहीं खेले थे।",0.20062679127611588
वह कुछ छक्के नहीं लगा सके और भारत ये मैच हार गया । ',0.24022110864391533,0.1847686042052219,वह कुछ छक्के न कर पाए और भारत ने मैच गंवा दिया । ',He could not hit a few sixes and India lost the match. ',वह कुछ छक्के नहीं मार पाए और भारत मैच हार गया।',0.05545250443869343
भारत के टी - 20 विश्व कप के बारे में तो 50 ओवर का विश्व कप और ना ही टेस्ट में नंबर 1 टीम के कप्तान धौनी ने कहा कि जब सही समय है तो धौनी संन्यास का फैसला लेंगे ।,0.2531646885814934,0.06601911676143736,भारत के टी - 20 विश्व कप और कप्तान के तौर पर 50 ओवरों की टी - 20 विश्व कप और कप्तान के तौर पर टी - 20 विश्व कप में टीम के संन्यास लेने का फैसला करेंगी ।,"Regarding India's T-20 World Cup, the 50-over World Cup and the captain of the No.1 team in Tests, Chanchal said that when the right time is there, Dhoni will take the decision of retirement.","भारत को टी-20 विश्व कप, 50 ओवरों के विश्व कप और टेस्ट में नंबर-1 टीम बनाने वाले कप्तान के बारे में चंचल ने कहा कि जब सही समय होगा तब धौनी संन्यास का फैसला ले लेंगे।",0.18714557182005603
क्रिकेट की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,क्रिकेट की खबरों के लिए यहां क्लिक,Click here for cricket news,क्रिकेट की खबरों के लिए यहां क्लिक करें,0.0
अन्य खेलों की खबरों के लिए यहां क्लिक,0.8824969025845955,0.8824969025845955,अन्य खेलों की खबरों के लिए यहां क्लिक,Click here for news of other sports,अन्य खेलों की खबरों के लिए यहां क्लिक करें,0.0
( गावस्कर का कॉलम ),0.10682175159905853,0.10682175159905853,( गावस्कर का कॉलम ),(Gavaskar's column),(गावस्कर का कॉलम),0.0
ग्रुप चरण का आखिरी दिन हाल ही में चल रहा है और हालात यही है कि अब हम प्लेऑफ के लिए क्वालीफाई करने वाली टीम है ।,0.3111846348445364,0.21292173418776003,ग्रुप चरण के अंतिम दिन अब तक आ चुके हैं और बाकी की स्थिति भी चल रही है कि टीम प्लेऑफ के लिए क्वालीफाई करने वाला है ।,The last day of the group stage has finally come and the situation is that we still do not know which team is going to qualify for the playoffs.,ग्रुप चरण का आखिरी दिन आखिरकार आ गया है और स्थिति यह है कि हमें अभी तक नहीं पता कि कौन सी टीम प्लेऑफ के लिए क्वालीफाई करने वाली है।,0.09826290065677637
दिल्ली और बैंगलोर के बीच का अंतिम लीग मैच तय होगा जिस पर टीम प्लेऑफ में खेलेगी ।,0.11497923676687791,0.06114936031311533,दिल्ली और बेंगलुरु के बीच फाइनल मैच का निर्णायक आगाज ही होगा जो टीम अंकतालिका में खेलेगी ।,The final league match between Delhi and Bangalore will be decided only from which team will play in the playoffs.,दिल्ली और बेंगलूर के बीच होने वाले आखिरी लीग मुकाबले से ही तय होगा कि कौन सी टीम प्लेऑफ में पहुंचेगी।,0.053829876453762575
इस टूर्नामेंट से बेहतर लेंथ नहीं बन सकता ।,0.05669791110976,0.033864985683445356,अलग - अलग कदमों से अच्छा व्यवहार नहीं किया जा सकता ।,Tournament can not be a better promotion than this.,टूर्नामेंट का इससे बढिय़ा प्रचार नहीं हो सकता।,0.022832925426314647
इससे पता चलता है कि टीम किस तरह बदलाव करती है ।,0.33180774028439425,0.4240125351805037,इससे पता चलता है कि टीम का भाग्य कितना मजबूत है ।,This shows how the fate of the team changes.,इससे पता चलता है कि कैसे टीम का भाग्य बदलता है।,-0.09220479489610944
अच्छी बात यह है कि जीत में मिली हार और हार का सिलसिला बहुत ही कम है ।,0.3222538601891173,0.2934863381371198,अच्छी बात यह है कि जीत में भाग्य का बेहद अच्छी बात है ।,The good thing is that in the victory and defeat the fate of the role is very little.,अच्छी बात यह है कि जीत और हार में किस्मत की भूमिका बहुत थोड़ी ही होती है।,0.028767522051997507
जब टीम मैदान में उतरती है तो किस्मत को लेकर उनके दिमाग में कोई शक नहीं है और उनका पूरा फोकस खेल पर है ।,0.4430686517162784,0.22128776529156546,जब टीम मैदान में उतरते हैं तो अपने मन में भाग्य का भी अनुभव नहीं है और उनका पूरा फोकस गेम पर होता है ।,"When the team falls into the ground, there is no thought about fate in their mind and their full focus is on the game.","जब टीम मैदान में उतरती है, तो उनके दिमाग में किस्मत को लेकर कोई सोच नहीं होती और उनका पूरा फोकस खेल पर होता है।",0.22178088642471294
इसके लिए यह टूर्नामेंट के बाद बहुत ही अच्छा होगा ।,0.2790159393585827,0.11339582221952,इसके लिए यह टूर्नामेंट बेहद ही समय होगा ।,"For this, it will be very time after the tournament.",इसके लिए टूर्नामेंट के बाद बहुत सा समय मिलेगा।,0.16562011713906272
पूर्व चैंपियन कोलकाता को साफ तौर पर आंद्रे रसेल की कमी साफ तौर पर खल रही है ।,0.36615107686578496,0.21536724200522805,पूर्व दक्षिण अफ्रीका को आंद्रे रसेल की कमी खली ।,Former champion Kolkata are clearly lacking Andre Russell's lack.,पूर्व चैंपियन कोलकाता को साफतौर पर आंद्रे रसेल की कमी खल रही है।,0.1507838348605569
वह गेंदबाजी करते समय चोटिल थे ।,0.21191828141393898,0.11386050660556932,वह गेंदबाजी में चोटिल हुए थे ।,He was injured while bowling.,वह गेंदबाजी करते वक्त घायल हो गए थे।,0.09805777480836966
वह इससे पहले भी चोटिल हो चुके हैं ।,0.09142443536148705,0.07393439482604361,वह उनके उद्देश्य के दौरान भी चोटिल हुए हैं ।,He has also been injured earlier during his follow-through.,वह पहले भी अपने फॉलो थ्रू के दौरान गिरकर घायल हो चुके हैं।,0.017490040535443438
"इस समस्या से पहले उनके भविष्य को लेकर सवाल उठे , उन्हें इस बात में कुछ करना चाहिए ।",0.12109013026441869,0.06661792187996064,इस समस्या से पहले अब तक उनके भविष्य में उन्हें कुछ भी कहने की जरूरत है ।,"Before this problem raised a question about their future, they should do something in this regard.","इससे पहले की यह समस्या उनके भविष्य पर सवाल उठाए, उन्हें इस संबंध में कुछ करना चाहिए।",0.05447220838445804
